Level,Date and Time,Source,Event ID,Task Category,Message
Warning,2026-05-07 02:30:00,Service Control Manager,7001,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-07 02:35:00,Service Control Manager,7031,None,A Windows service changed state.
Error,2026-05-07 02:42:00,Microsoft-Windows-Kernel-Power,109,None,An application stopped responding.
Information,2026-05-07 04:16:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-05-07 05:11:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-07 06:08:00,Service Control Manager,7040,None,A user session was started.
Information,2026-05-07 06:42:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-05-07 07:44:00,Service Control Manager,7031,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-07 08:13:00,Service Control Manager,7040,None,A user session was started.
Information,2026-05-07 08:45:00,Service Control Manager,7040,None,The operation completed successfully.
Information,2026-05-07 09:51:00,Service Control Manager,7001,None,A user session was started.
Information,2026-05-07 10:00:00,Service Control Manager,7031,None,A Windows service changed state.
Error,2026-05-07 10:30:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A user logon attempt failed.
Warning,2026-05-07 10:59:00,Microsoft-Windows-WindowsUpdateClient,31,None,A service took longer than expected to respond.
Warning,2026-05-07 11:50:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Warning,2026-05-07 11:59:00,Microsoft-Windows-WindowsUpdateClient,20,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-07 12:17:00,Service Control Manager,7031,None,The operation completed successfully.
Information,2026-05-07 12:37:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-07 12:37:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Warning,2026-05-07 13:15:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-05-07 13:57:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-05-07 13:59:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-05-07 14:34:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-07 14:44:00,Microsoft-Windows-Security-Auditing,4624,None,The update operation completed.
Information,2026-05-07 16:20:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-05-07 17:28:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Information,2026-05-07 18:11:00,Service Control Manager,7000,None,The update operation completed.
Warning,2026-05-07 18:15:00,Application Error,1001,None,A service took longer than expected to respond.
Information,2026-05-07 18:28:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Information,2026-05-07 18:59:00,Application Error,1001,None,A Windows service changed state.
Information,2026-05-07 19:55:00,Application Error,1000,None,The operation completed successfully.
Warning,2026-05-07 20:14:00,Application Error,1000,None,A device reported a recoverable condition.
Warning,2026-05-07 20:46:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-07 21:37:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,A Windows service changed state.
Information,2026-05-07 23:20:00,Microsoft-Windows-WindowsUpdateClient,31,None,The update operation completed.
Information,2026-05-07 23:30:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-05-07 23:37:00,Microsoft-Windows-Security-Auditing,4625,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-07 23:44:00,Application Error,1001,None,A user session was started.
Information,2026-05-07 23:49:00,Microsoft-Windows-WindowsUpdateClient,31,None,The update operation completed.
Warning,2026-05-08 00:13:00,Microsoft-Windows-Security-Auditing,4625,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-08 00:17:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Error,2026-05-08 00:18:00,Winlogon,6006,None,A service terminated unexpectedly.
Information,2026-05-08 00:24:00,Winlogon,6006,None,A Windows service changed state.
Information,2026-05-08 00:27:00,Service Control Manager,7031,None,A user session was started.
Warning,2026-05-08 00:36:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Error,2026-05-08 01:03:00,Service Control Manager,7040,None,An application stopped responding.
Information,2026-05-08 02:38:00,Service Control Manager,7000,None,A user session was started.
Warning,2026-05-08 02:47:00,Microsoft-Windows-WindowsUpdateClient,31,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-08 02:55:00,Microsoft-Windows-WindowsUpdateClient,31,None,A service took longer than expected to respond.
Information,2026-05-08 02:57:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Information,2026-05-08 03:03:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-08 03:12:00,Microsoft-Windows-DistributedCOM,10016,None,The operation completed successfully.
Error,2026-05-08 03:40:00,Winlogon,6005,None,A user logon attempt failed.
Information,2026-05-08 03:49:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Warning,2026-05-08 04:04:00,Microsoft-Windows-Kernel-Power,109,None,A device reported a recoverable condition.
Information,2026-05-08 04:10:00,Service Control Manager,7031,None,A user session was started.
Warning,2026-05-08 04:15:00,Microsoft-Windows-DistributedCOM,10010,None,A service took longer than expected to respond.
Information,2026-05-08 04:27:00,Microsoft-Windows-DistributedCOM,10010,None,A Windows service changed state.
Warning,2026-05-08 04:41:00,Microsoft-Windows-DistributedCOM,10016,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-08 05:26:00,Microsoft-Windows-Kernel-Power,109,None,The operation completed successfully.
Warning,2026-05-08 05:36:00,Microsoft-Windows-WindowsUpdateClient,20,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-08 05:37:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-05-08 07:27:00,Microsoft-Windows-Security-Auditing,4634,None,A Windows service changed state.
Information,2026-05-08 08:28:00,Application Error,1001,None,The update operation completed.
Information,2026-05-08 08:31:00,Application Error,1001,None,A Windows service changed state.
Information,2026-05-08 08:40:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-05-08 09:35:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Warning,2026-05-08 10:13:00,Service Control Manager,7000,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-08 10:23:00,Microsoft-Windows-WindowsUpdateClient,19,None,A Windows service changed state.
Information,2026-05-08 10:56:00,Microsoft-Windows-WindowsUpdateClient,19,None,The update operation completed.
Warning,2026-05-08 11:24:00,Microsoft-Windows-WindowsUpdateClient,31,None,A device reported a recoverable condition.
Information,2026-05-08 11:40:00,Microsoft-Windows-DistributedCOM,10010,None,A user session was started.
Information,2026-05-08 11:49:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Critical,2026-05-08 11:59:00,Microsoft-Windows-WindowsUpdateClient,19,None,The system rebooted without cleanly shutting down first.
Information,2026-05-08 12:04:00,Microsoft-Windows-DistributedCOM,10016,None,A Windows service changed state.
Warning,2026-05-08 12:24:00,Service Control Manager,7001,None,A device reported a recoverable condition.
Warning,2026-05-08 12:26:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-08 12:31:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-08 12:58:00,Microsoft-Windows-Security-Auditing,4624,None,A user session was started.
Information,2026-05-08 13:03:00,Microsoft-Windows-DistributedCOM,10016,None,The update operation completed.
Information,2026-05-08 15:40:00,Microsoft-Windows-WindowsUpdateClient,31,None,A user session was started.
Warning,2026-05-08 17:08:00,Microsoft-Windows-DistributedCOM,10016,None,A device reported a recoverable condition.
Error,2026-05-08 17:32:00,Microsoft-Windows-DistributedCOM,10016,None,An update could not be installed.
Information,2026-05-08 18:13:00,Service Control Manager,7031,None,A Windows service changed state.
Warning,2026-05-08 18:21:00,Service Control Manager,7000,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-08 18:36:00,Service Control Manager,7000,None,A service took longer than expected to respond.
Information,2026-05-08 19:27:00,Microsoft-Windows-DistributedCOM,10010,None,The operation completed successfully.
Information,2026-05-08 19:41:00,Service Control Manager,7040,None,The operation completed successfully.
Error,2026-05-08 20:00:00,Application Error,1001,None,A user logon attempt failed.
Error,2026-05-08 20:31:00,Microsoft-Windows-DistributedCOM,10016,None,A service terminated unexpectedly.
Information,2026-05-08 21:09:00,Service Control Manager,7031,None,A Windows service changed state.
Warning,2026-05-08 21:11:00,Microsoft-Windows-DistributedCOM,10010,None,A device reported a recoverable condition.
Information,2026-05-08 21:18:00,Service Control Manager,7031,None,The update operation completed.
Warning,2026-05-08 21:56:00,Microsoft-Windows-DriverFrameworks-UserMode,10111,None,A service took longer than expected to respond.
Information,2026-05-08 22:35:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-08 22:51:00,Microsoft-Windows-Security-Auditing,4624,None,The operation completed successfully.
Warning,2026-05-08 23:08:00,Service Control Manager,7000,None,The application-specific permission settings do not grant Local Activation permission.
Warning,2026-05-08 23:20:00,Microsoft-Windows-DistributedCOM,10010,None,The application-specific permission settings do not grant Local Activation permission.
Critical,2026-05-08 23:32:00,Microsoft-Windows-Kernel-Power,109,None,The system rebooted without cleanly shutting down first.
Warning,2026-05-09 00:02:00,Microsoft-Windows-DistributedCOM,10016,None,A service took longer than expected to respond.
Information,2026-05-09 00:16:00,Microsoft-Windows-DriverFrameworks-UserMode,10110,None,The operation completed successfully.
Error,2026-05-09 00:39:00,Service Control Manager,7001,None,A service terminated unexpectedly.
Information,2026-05-09 01:16:00,Service Control Manager,7001,None,A user session was started.
Information,2026-05-09 03:12:00,Microsoft-Windows-Security-Auditing,4624,None,A Windows service changed state.
Information,2026-05-09 03:20:00,Microsoft-Windows-DistributedCOM,10010,None,The update operation completed.
Information,2026-05-09 03:27:00,Microsoft-Windows-DistributedCOM,10016,None,A user session was started.
Warning,2026-05-09 05:54:00,Microsoft-Windows-WindowsUpdateClient,20,None,The application-specific permission settings do not grant Local Activation permission.
Information,2026-05-09 05:55:00,Microsoft-Windows-Security-Auditing,4634,None,A Windows service changed state.
Critical,2026-05-09 06:11:00,Microsoft-Windows-DistributedCOM,10016,None,The system rebooted without cleanly shutting down first.
Warning,2026-05-09 06:19:00,Service Control Manager,7031,None,The application-specific permission settings do not grant Local Activation permission.
